Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,District,Ward,County Electoral Division
BS9 1FG,Yes,51.472478,-2.619294,357083,175017,ST570750,4/1/2008 12:00:00 AM,,96,,,Clifton Down,1.0,,"Bristol, City of",Stoke Bishop,
BS9 1FH,Yes,51.477689,-2.621712,356920,175598,ST569755,9/1/2008 12:00:00 AM,,90,11,4,Clifton Down,1.6,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1FJ,Yes,51.484101,-2.630008,356350,176316,ST563763,1/1/2009 12:00:00 AM,,41,7,3,Sea Mills,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1FL,Yes,51.473854,-2.639269,355697,175182,ST556751,3/1/2012 12:00:00 AM,,61,,,Sea Mills,1.0,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1FN,Yes,51.480889,-2.643558,355406,175967,ST554759,4/1/2015 12:00:00 AM,,27,,,Sea Mills,0.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1FP,Yes,51.481900,-2.626262,356608,176069,ST566760,9/1/2015 12:00:00 AM,,47,,,Sea Mills,1.7,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1HA,Yes,51.480626,-2.632351,356184,175931,ST561759,1/1/1980 12:00:00 AM,,34,41,18,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1HB,Yes,51.480377,-2.631872,356217,175903,ST562759,1/1/1980 12:00:00 AM,,35,49,15,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1HD,Yes,51.479772,-2.632267,356189,175836,ST561758,1/1/1980 12:00:00 AM,,39,69,21,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1HE,Yes,51.481407,-2.631022,356277,176017,ST562760,1/1/1980 12:00:00 AM,,34,34,10,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1HF,Yes,51.481801,-2.629486,356384,176060,ST563760,1/1/1980 12:00:00 AM,,37,20,7,Sea Mills,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1HG,Yes,51.481265,-2.630574,356308,176001,ST563760,1/1/1980 12:00:00 AM,,35,25,9,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1HH,Yes,51.480384,-2.628848,356427,175902,ST564759,1/1/1980 12:00:00 AM,,51,5,2,Sea Mills,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1HJ,Yes,51.479630,-2.630292,356326,175819,ST563758,1/1/1980 12:00:00 AM,,47,39,25,Sea Mills,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1HL,Yes,51.479339,-2.630921,356282,175787,ST562757,1/1/1980 12:00:00 AM,,47,15,7,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1HN,Yes,51.480155,-2.631264,356259,175878,ST562758,1/1/1980 12:00:00 AM,,39,26,13,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1HP,Yes,51.478269,-2.632577,356166,175669,ST561756,1/1/1980 12:00:00 AM,,52,25,14,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1HQ,Yes,51.480613,-2.629845,356358,175928,ST563759,1/1/1980 12:00:00 AM,,42,59,24,Sea Mills,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1HR,Yes,51.481167,-2.633827,356082,175992,ST560759,1/1/1980 12:00:00 AM,,33,61,52,Sea Mills,1.1,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1HS,No,51.493912,-2.617898,357200,177400,ST571773,12/1/1995 12:00:00 AM,1/1/2004 12:00:00 AM,35,,,Sea Mills,2.7,Bristol,"Bristol, City of",Westbury-on-Trym and Henleaze,
BS9 1HT,No,51.493912,-2.617898,357200,177400,ST571773,12/1/1995 12:00:00 AM,11/1/2001 12:00:00 AM,36,,,Sea Mills,2.7,Bristol,"Bristol, City of",Westbury-on-Trym and Henleaze,
BS9 1HU,No,51.493912,-2.617898,357200,177400,ST571773,1/1/1993 12:00:00 AM,6/1/2005 12:00:00 AM,36,,,Sea Mills,2.7,Bristol,"Bristol, City of",Westbury-on-Trym and Henleaze,
BS9 1HW,Yes,51.479065,-2.631667,356230,175757,ST562757,1/1/1980 12:00:00 AM,,48,26,15,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1HX,No,51.478378,-2.635775,355944,175683,ST559756,12/1/1995 12:00:00 AM,6/1/2000 12:00:00 AM,39,,,Sea Mills,1.0,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1HY,No,51.493912,-2.617898,357200,177400,ST571773,12/1/1995 12:00:00 AM,7/1/2002 12:00:00 AM,36,,,Sea Mills,2.7,Bristol,"Bristol, City of",Westbury-on-Trym and Henleaze,
BS9 1HZ,Yes,51.476163,-2.634578,356025,175436,ST560754,1/1/1980 12:00:00 AM,,60,8,4,Sea Mills,1.1,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JA,Yes,51.476819,-2.622895,356837,175502,ST568755,1/1/1980 12:00:00 AM,,91,73,25,Clifton Down,1.6,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JB,Yes,51.476958,-2.623977,356762,175518,ST567755,1/1/1980 12:00:00 AM,,89,239,10,Clifton Down,1.6,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JD,Yes,51.475619,-2.625398,356662,175370,ST566753,1/1/1980 12:00:00 AM,,89,19,9,Clifton Down,1.6,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JE,Yes,51.474848,-2.626597,356578,175285,ST565752,1/1/1980 12:00:00 AM,,89,27,18,Clifton Down,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JF,Yes,51.476130,-2.625765,356637,175427,ST566754,1/1/1980 12:00:00 AM,,86,56,7,Clifton Down,1.6,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JG,Yes,51.477021,-2.627189,356539,175527,ST565755,1/1/1980 12:00:00 AM,,82,292,1,Sea Mills,1.6,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JH,Yes,51.475710,-2.628596,356440,175382,ST564753,1/1/1980 12:00:00 AM,,81,13,4,Sea Mills,1.6,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JJ,Yes,51.476041,-2.628990,356413,175419,ST564754,1/1/1980 12:00:00 AM,,80,4,2,Sea Mills,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JL,Yes,51.474956,-2.628384,356454,175298,ST564752,1/1/1980 12:00:00 AM,,84,17,6,Sea Mills,1.6,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JN,Yes,51.475526,-2.631027,356271,175363,ST562753,1/1/1980 12:00:00 AM,,79,39,4,Sea Mills,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JP,Yes,51.476820,-2.629432,356383,175506,ST563755,1/1/1980 12:00:00 AM,,77,13,0,Sea Mills,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JQ,Yes,51.479534,-2.628202,356471,175807,ST564758,1/1/1980 12:00:00 AM,,57,401,1,Sea Mills,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JR,Yes,51.476642,-2.632454,356173,175488,ST561754,1/1/1980 12:00:00 AM,,67,4,1,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JS,Yes,51.475996,-2.632344,356180,175416,ST561754,1/1/1980 12:00:00 AM,,72,12,4,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JT,Yes,51.476352,-2.632983,356136,175456,ST561754,1/1/1980 12:00:00 AM,,66,15,8,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JU,Yes,51.476051,-2.633756,356082,175423,ST560754,1/1/1980 12:00:00 AM,,65,5,3,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JW,Yes,51.476775,-2.631117,356266,175502,ST562755,1/1/1980 12:00:00 AM,,71,5,3,Sea Mills,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JX,Yes,51.475037,-2.634995,355995,175311,ST559753,1/1/1980 12:00:00 AM,,66,24,6,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JY,Yes,51.474265,-2.633112,356125,175224,ST561752,1/1/1980 12:00:00 AM,,76,13,8,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1JZ,Yes,51.473387,-2.630868,356280,175125,ST562751,1/1/1980 12:00:00 AM,,83,45,17,Sea Mills,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LA,Yes,51.473446,-2.629890,356348,175131,ST563751,1/1/1980 12:00:00 AM,,86,20,14,Sea Mills,1.6,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LB,Yes,51.474023,-2.631309,356250,175196,ST562751,1/1/1980 12:00:00 AM,,80,20,9,Sea Mills,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LD,Yes,51.477208,-2.634233,356050,175552,ST560755,1/1/1980 12:00:00 AM,,54,26,12,Sea Mills,1.1,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LE,Yes,51.478259,-2.631151,356265,175667,ST562756,1/1/1980 12:00:00 AM,,56,21,6,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LF,Yes,51.478003,-2.630154,356334,175638,ST563756,1/1/1980 12:00:00 AM,,63,27,12,Sea Mills,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LG,Yes,51.478608,-2.633028,356135,175707,ST561757,1/1/1980 12:00:00 AM,,49,16,5,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LH,Yes,51.478378,-2.635775,355944,175683,ST559756,1/1/1980 12:00:00 AM,,39,34,14,Sea Mills,1.0,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LJ,Yes,51.477985,-2.635280,355978,175639,ST559756,1/1/1980 12:00:00 AM,,44,34,15,Sea Mills,1.0,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LL,Yes,51.473570,-2.628509,356444,175144,ST564751,1/1/1980 12:00:00 AM,,87,8,4,Clifton Down,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LN,Yes,51.479202,-2.629638,356371,175771,ST563757,1/1/1980 12:00:00 AM,,53,11,4,Sea Mills,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LP,No,51.474212,-2.627899,356487,175215,ST564752,8/1/2011 12:00:00 AM,9/1/2011 12:00:00 AM,88,,,Clifton Down,1.6,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LQ,Yes,51.478353,-2.633629,356093,175679,ST560756,1/1/1980 12:00:00 AM,,50,17,6,Sea Mills,1.1,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LR,Yes,51.474249,-2.627813,356493,175219,ST564752,11/1/2002 12:00:00 AM,,88,27,17,Clifton Down,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LS,Yes,51.474111,-2.628387,356453,175204,ST564752,1/1/1980 12:00:00 AM,,87,43,12,Clifton Down,1.6,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LT,Yes,51.474267,-2.626013,356618,175220,ST566752,1/1/1980 12:00:00 AM,,92,23,9,Clifton Down,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LU,Yes,51.473913,-2.626671,356572,175181,ST565751,1/1/1980 12:00:00 AM,,91,28,15,Clifton Down,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LW,No,51.478383,-2.626415,356594,175678,ST565756,4/1/1986 12:00:00 AM,12/1/1999 12:00:00 AM,79,,,Sea Mills,1.6,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LX,Yes,51.473430,-2.627888,356487,175128,ST564751,1/1/1980 12:00:00 AM,,89,53,23,Clifton Down,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LY,Yes,51.473144,-2.627496,356514,175096,ST565750,1/1/1980 12:00:00 AM,,90,30,19,Clifton Down,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1LZ,Yes,51.473573,-2.626393,356591,175143,ST565751,1/1/1980 12:00:00 AM,,92,29,16,Clifton Down,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NA,Yes,51.473224,-2.625999,356618,175104,ST566751,1/1/1980 12:00:00 AM,,92,40,21,Clifton Down,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NB,Yes,51.472834,-2.626757,356565,175061,ST565750,1/1/1980 12:00:00 AM,,91,37,19,Clifton Down,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1ND,Yes,51.472422,-2.628033,356476,175016,ST564750,1/1/1980 12:00:00 AM,,90,37,20,Clifton Down,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NE,Yes,51.472084,-2.629065,356404,174979,ST564749,1/1/1980 12:00:00 AM,,90,35,14,Clifton Down,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NF,Yes,51.472505,-2.629387,356382,175026,ST563750,1/1/1980 12:00:00 AM,,89,65,34,Clifton Down,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NG,Yes,51.472836,-2.629622,356366,175063,ST563750,1/1/1980 12:00:00 AM,,88,41,19,Clifton Down,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NH,Yes,51.474537,-2.631071,356267,175253,ST562752,1/1/1980 12:00:00 AM,,80,32,14,Sea Mills,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NJ,Yes,51.474675,-2.632067,356198,175269,ST561752,1/1/1980 12:00:00 AM,,78,21,10,Sea Mills,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NL,Yes,51.475346,-2.632825,356146,175344,ST561753,1/1/1980 12:00:00 AM,,73,39,25,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NN,Yes,51.472741,-2.630643,356295,175053,ST562750,1/1/1980 12:00:00 AM,,86,25,16,Sea Mills,1.6,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NP,Yes,51.474539,-2.634052,356060,175255,ST560752,1/1/1995 12:00:00 AM,,72,28,21,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NQ,Yes,51.473020,-2.628891,356417,175083,ST564750,1/1/1980 12:00:00 AM,,88,37,21,Clifton Down,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NR,Yes,51.473126,-2.642541,355469,175103,ST554751,1/1/1993 12:00:00 AM,,48,27,19,Sea Mills,0.9,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NS,Yes,51.473310,-2.643451,355406,175124,ST554751,9/1/1991 12:00:00 AM,,40,33,21,Sea Mills,0.9,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NT,Yes,51.473788,-2.643011,355437,175177,ST554751,9/1/1991 12:00:00 AM,,46,16,12,Sea Mills,0.8,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NU,Yes,51.472436,-2.637104,355846,175023,ST558750,1/1/1980 12:00:00 AM,,76,30,21,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NW,No,51.478378,-2.635775,355944,175683,ST559756,6/1/1997 12:00:00 AM,12/1/1999 12:00:00 AM,39,,,Sea Mills,1.0,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NX,Yes,51.472228,-2.630694,356291,174996,ST562749,1/1/1980 12:00:00 AM,,88,47,16,Clifton Down,1.6,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NY,Yes,51.472966,-2.632288,356181,175079,ST561750,1/1/1980 12:00:00 AM,,81,31,15,Sea Mills,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1NZ,Yes,51.472224,-2.633055,356127,174997,ST561749,1/1/1980 12:00:00 AM,,81,6,3,Sea Mills,1.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PA,Yes,51.473665,-2.632672,356155,175157,ST561751,1/1/1980 12:00:00 AM,,78,21,10,Sea Mills,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PB,Yes,51.473399,-2.631963,356204,175127,ST562751,1/1/1980 12:00:00 AM,,80,13,7,Sea Mills,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PD,Yes,51.471678,-2.634372,356035,174937,ST560749,1/1/1980 12:00:00 AM,,82,37,18,Sea Mills,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PE,Yes,51.472492,-2.635161,355981,175028,ST559750,1/1/1980 12:00:00 AM,,77,42,21,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PF,Yes,51.472346,-2.635447,355961,175012,ST559750,1/1/1980 12:00:00 AM,,77,12,5,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PG,Yes,51.470877,-2.636031,355919,174849,ST559748,1/1/1980 12:00:00 AM,,73,67,40,Sea Mills,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PH,Yes,51.471905,-2.637240,355836,174964,ST558749,1/1/1980 12:00:00 AM,,77,23,9,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PJ,Yes,51.471595,-2.638042,355780,174930,ST557749,1/1/1980 12:00:00 AM,,76,27,13,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PL,Yes,51.472184,-2.638828,355726,174996,ST557749,1/1/1980 12:00:00 AM,,75,30,15,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PN,Yes,51.472854,-2.636274,355904,175069,ST559750,1/1/1980 12:00:00 AM,,77,23,11,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PP,Yes,51.473145,-2.637373,355828,175102,ST558751,1/1/1980 12:00:00 AM,,74,4,3,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PQ,Yes,51.471478,-2.634772,356007,174915,ST560749,1/1/1980 12:00:00 AM,,81,10,5,Sea Mills,1.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PR,Yes,51.472655,-2.636588,355882,175047,ST558750,1/1/1980 12:00:00 AM,,77,10,7,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PS,Yes,51.474510,-2.637694,355807,175254,ST558752,1/1/1980 12:00:00 AM,,61,21,8,Sea Mills,1.0,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PT,Yes,51.474418,-2.636311,355903,175243,ST559752,1/1/1980 12:00:00 AM,,68,8,4,Sea Mills,1.1,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PU,Yes,51.473998,-2.635858,355934,175196,ST559751,1/1/1980 12:00:00 AM,,72,44,32,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PW,Yes,51.473009,-2.637544,355816,175087,ST558750,1/1/1980 12:00:00 AM,,75,12,8,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PX,Yes,51.473673,-2.634414,356034,175159,ST560751,1/1/1980 12:00:00 AM,,75,29,13,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PY,Yes,51.472942,-2.635066,355988,175078,ST559750,1/1/1980 12:00:00 AM,,77,27,15,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1PZ,Yes,51.473988,-2.637744,355803,175196,ST558751,1/1/1980 12:00:00 AM,,66,35,20,Sea Mills,1.1,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QA,Yes,51.475045,-2.636866,355865,175313,ST558753,1/1/1980 12:00:00 AM,,59,33,18,Sea Mills,1.1,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QB,Yes,51.475256,-2.636078,355920,175336,ST559753,1/1/1980 12:00:00 AM,,60,13,10,Sea Mills,1.1,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QD,Yes,51.474886,-2.636332,355902,175295,ST559752,1/1/1980 12:00:00 AM,,63,36,24,Sea Mills,1.1,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QE,Yes,51.473688,-2.636718,355874,175162,ST558751,1/1/1980 12:00:00 AM,,74,1,1,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QF,Yes,51.473337,-2.636799,355868,175123,ST558751,1/1/1980 12:00:00 AM,,75,47,34,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QG,Yes,51.479078,-2.640955,355585,175764,ST555757,1/1/1980 12:00:00 AM,,30,29,9,Sea Mills,0.6,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QH,Yes,51.476803,-2.637625,355814,175509,ST558755,1/1/1980 12:00:00 AM,,38,11,6,Sea Mills,0.9,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QJ,Yes,51.476596,-2.636010,355926,175485,ST559754,1/1/1980 12:00:00 AM,,49,40,16,Sea Mills,1.0,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QL,Yes,51.475594,-2.635074,355990,175373,ST559753,1/1/1980 12:00:00 AM,,62,10,6,Sea Mills,1.1,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QN,Yes,51.475839,-2.632961,356137,175399,ST561753,1/1/1980 12:00:00 AM,,70,4,1,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QP,Yes,51.475192,-2.637948,355790,175330,ST557753,1/1/1980 12:00:00 AM,,53,23,10,Sea Mills,1.0,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QQ,Yes,51.478020,-2.638650,355744,175645,ST557756,1/1/1980 12:00:00 AM,,29,33,11,Sea Mills,0.8,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QR,Yes,51.473965,-2.638680,355738,175194,ST557751,1/1/1980 12:00:00 AM,,63,2,1,Sea Mills,1.0,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QS,No,51.473851,-2.639773,355662,175182,ST556751,1/1/1980 12:00:00 AM,10/1/2010 12:00:00 AM,59,,,Sea Mills,1.0,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QT,Yes,51.474392,-2.641105,355570,175243,ST555752,1/1/1980 12:00:00 AM,,49,34,18,Sea Mills,0.9,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QU,Yes,51.472899,-2.641300,355555,175077,ST555750,1/1/1980 12:00:00 AM,,58,29,14,Sea Mills,1.0,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QW,Yes,51.475936,-2.636605,355884,175412,ST558754,1/1/1980 12:00:00 AM,,52,15,4,Sea Mills,1.0,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QX,Yes,51.473182,-2.640526,355609,175108,ST556751,1/1/1980 12:00:00 AM,,63,25,15,Sea Mills,1.0,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QY,Yes,51.472164,-2.640800,355589,174995,ST555749,1/1/1980 12:00:00 AM,,62,9,4,Sea Mills,1.1,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1QZ,Yes,51.472452,-2.640703,355596,175027,ST555750,1/1/1980 12:00:00 AM,,64,30,18,Sea Mills,1.1,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RA,Yes,51.473452,-2.638687,355737,175137,ST557751,1/1/1980 12:00:00 AM,,68,16,8,Sea Mills,1.1,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RB,Yes,51.472801,-2.637785,355799,175064,ST557750,1/1/1980 12:00:00 AM,,75,7,7,Sea Mills,1.2,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RD,Yes,51.474124,-2.642555,355469,175214,ST554752,1/1/1980 12:00:00 AM,,46,8,3,Sea Mills,0.8,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RE,Yes,51.475231,-2.642326,355486,175337,ST554753,1/1/1980 12:00:00 AM,,37,54,18,Sea Mills,0.7,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RF,Yes,51.477038,-2.640652,355604,175537,ST556755,1/1/1980 12:00:00 AM,,25,46,18,Sea Mills,0.7,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RG,Yes,51.477224,-2.639662,355673,175557,ST556755,1/1/1980 12:00:00 AM,,27,23,11,Sea Mills,0.8,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RH,Yes,51.478482,-2.643092,355436,175699,ST554756,1/1/1991 12:00:00 AM,,35,23,14,Sea Mills,0.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RJ,Yes,51.478236,-2.643578,355402,175672,ST554756,1/1/1980 12:00:00 AM,,35,15,11,Sea Mills,0.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RL,Yes,51.477842,-2.643356,355417,175628,ST554756,1/1/1980 12:00:00 AM,,33,21,12,Sea Mills,0.5,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RN,Yes,51.478120,-2.645146,355293,175660,ST552756,1/1/1983 12:00:00 AM,,36,25,11,Sea Mills,0.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RP,Yes,51.478168,-2.644571,355333,175665,ST553756,10/1/1985 12:00:00 AM,,36,14,6,Sea Mills,0.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RQ,Yes,51.477397,-2.645841,355244,175580,ST552755,6/1/1981 12:00:00 AM,,32,28,16,Sea Mills,0.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RR,Yes,51.478519,-2.644432,355343,175704,ST553757,10/1/1985 12:00:00 AM,,36,22,8,Sea Mills,0.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RS,Yes,51.477512,-2.642862,355451,175591,ST554755,7/1/1990 12:00:00 AM,,28,42,16,Sea Mills,0.6,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RT,No,51.474899,-2.642120,355500,175300,ST554752,1/1/1993 12:00:00 AM,7/1/1995 12:00:00 AM,38,,,Sea Mills,0.8,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RU,Yes,51.472889,-2.639860,355655,175075,ST556750,1/1/1980 12:00:00 AM,,66,33,22,Sea Mills,1.1,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RW,Yes,51.479078,-2.644180,355361,175766,ST553757,2/1/1984 12:00:00 AM,,34,65,24,Sea Mills,0.4,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RX,No,51.472210,-2.640642,355600,175000,ST555749,12/1/1995 12:00:00 AM,6/1/1996 12:00:00 AM,64,,,Sea Mills,1.1,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1RY,No,51.494022,-2.619182,357111,177413,ST571774,5/1/2006 12:00:00 AM,5/1/2018 12:00:00 AM,33,,,Sea Mills,2.6,Bristol,"Bristol, City of",Westbury-on-Trym and Henleaze,
BS9 1RZ,Yes,51.484476,-2.632044,356209,176359,ST562763,12/1/1996 12:00:00 AM,,41,27,10,Sea Mills,1.3,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1SA,Yes,51.481408,-2.635803,355945,176020,ST559760,1/1/1980 12:00:00 AM,,31,55,21,Sea Mills,1.0,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1SB,Yes,51.481758,-2.635794,355946,176059,ST559760,1/1/1980 12:00:00 AM,,33,90,30,Sea Mills,1.0,Bristol,"Bristol, City of",Stoke Bishop,
BS9 1SD,Yes,51.480037,-2.636475,355897,175868,ST558758,1/1/1980 12:00:00 AM,,34,46,18,Sea Mills,0.9,Bristol,"Bristol, City of",Stoke Bishop,
