id,name,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
783191218793956611,Fortified Cosy Three Bedroom Home,491654507,Louis,"2022-12-16 00:00:00,000",,,within a few hours,"1,0","0,4",0,6,6,"['email', 'phone']",1,1,Avonmouth & Lawrence Weston,"51,51196","-2,66639",Entire home,Entire home/apt,6,"2,5",2.5 baths,"3,0","5,0","183,0",3,365,1,29,59,89,364,13,2,1,96,7,12,"2196,0","2023-02-19 00:00:00,000","2025-09-01 00:00:00,000","4,92","4,92","4,92","4,92","4,92","4,69","4,69",0,5,5,0,0,"0,41"
829933003212387091,Studio flat,338276603,Sirfan,"2020-02-23 00:00:00,000","Bristol, United Kingdom",,a few days or more,"0,0","0,0",0,2,2,"['email', 'phone']",1,0,Brislington West,"51,4408754","-2,5557908",Entire rental unit,Entire home/apt,3,"1,0",1 bath,"1,0","1,0","193,0",1,365,1,30,60,90,365,0,0,0,97,0,0,"0,0",,,nan,nan,nan,nan,nan,nan,nan,1,2,2,0,0,nan
834962895743298056,Studio flat,338276603,Sirfan,"2020-02-23 00:00:00,000","Bristol, United Kingdom",,a few days or more,"0,0","0,0",0,2,2,"['email', 'phone']",1,0,Brislington West,"51,4408754","-2,5557908",Entire rental unit,Entire home/apt,3,"1,0",1 bath,"1,0","1,0","168,0",1,365,1,30,60,90,365,0,0,0,97,0,0,"0,0",,,nan,nan,nan,nan,nan,nan,nan,1,2,2,0,0,nan
836209599811676944,Sunny garden flat in Bristol,376173394,Roxanne,"2020-11-18 00:00:00,000",,,within an hour,"1,0","0,75",0,1,1,"['email', 'phone']",1,1,Southmead,"51,493023105588335","-2,611095553442377",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","97,0",2,365,1,0,0,0,88,42,9,0,5,10,54,"5238,0","2023-03-11 00:00:00,000","2025-05-26 00:00:00,000","4,93","4,93","4,9","4,95","5,0","4,69","4,71",0,1,1,0,0,"1,35"
838957200449117182,The Clifton Penthouse,13127767,George,"2014-03-14 00:00:00,000","Bristol, United Kingdom",,,"0,0","1,0",0,1,3,"['email', 'phone']",1,1,Clifton,"51,45312","-2,62177",Entire rental unit,Entire home/apt,4,"1,0",1 bath,"2,0","2,0","86,0",2,10,1,7,7,11,49,19,2,0,14,12,12,"1032,0","2023-03-19 00:00:00,000","2025-03-29 00:00:00,000","5,0","5,0","4,95","4,95","5,0","4,95","4,95",0,1,1,0,0,"0,62"
874309754415443055,Boujee Arty Apartment in City Centre,423397664,India,"2021-09-17 00:00:00,000",,,within an hour,"1,0","1,0",0,1,1,"['email', 'phone']",1,1,Lawrence Hill,"51,45326","-2,57898",Entire rental unit,Entire home/apt,4,"2,0",2 baths,"2,0","2,0","125,0",2,1125,1,16,16,16,16,16,11,0,16,9,66,"8250,0","2024-07-14 00:00:00,000","2025-06-16 00:00:00,000","4,63","4,81","4,31","4,63","4,56","4,94","4,56",1,1,1,0,0,"1,09"
877273271131249445,Fortified Luxury Apartment with Free Parking,491654507,Louis,"2022-12-16 00:00:00,000",,,within a few hours,"1,0","0,4",0,6,6,"['email', 'phone']",1,1,Hartcliffe & Withywood,"51,41026","-2,59539",Entire rental unit,Entire home/apt,4,"2,0",2 baths,"2,0","3,0","142,0",3,365,1,0,24,54,144,4,1,0,61,1,6,"852,0","2023-05-29 00:00:00,000","2025-01-23 00:00:00,000","5,0","5,0","5,0","5,0","5,0","4,75","5,0",0,5,5,0,0,"0,14"
881702135827281203,Fortified Cosy Apartment with Balcony and Parking,491654507,Louis,"2022-12-16 00:00:00,000",,,within a few hours,"1,0","0,4",0,6,6,"['email', 'phone']",1,1,Hartcliffe & Withywood,"51,40961","-2,59531",Entire rental unit,Entire home/apt,4,"2,0",2 baths,"2,0","3,0","141,0",3,365,1,0,24,54,329,8,3,0,61,3,18,"2538,0","2023-09-03 00:00:00,000","2025-07-25 00:00:00,000","5,0","5,0","5,0","4,88","4,88","4,75","4,63",0,5,5,0,0,"0,32"
883010608408797385,Tranquil ‘Riverside Studio’ Apartment with Parking,650218971,Joseph,"2024-09-04 00:00:00,000","Bristol, United Kingdom",,,"0,0","0,0",0,1,1,"['email', 'phone']",1,1,Westbury-on-Trym & Henleaze,"51,49469367868196","-2,6138113619018566",Entire place,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","64,0",1,28,1,13,32,52,326,140,80,8,58,77,255,"16320,0","2024-03-10 00:00:00,000","2025-09-22 00:00:00,000","4,86","4,9","4,94","4,96","4,95","4,92","4,82",0,1,1,0,0,"7,42"
888829561967312166,Fortified Cosy Apartment Bristol,491654507,Louis,"2022-12-16 00:00:00,000",,,within a few hours,"1,0","0,4",0,6,6,"['email', 'phone']",1,1,Hartcliffe & Withywood,"51,40884","-2,59505",Entire rental unit,Entire home/apt,4,"2,0",2 baths,"2,0","3,0","121,0",3,365,1,0,24,54,329,2,2,1,61,0,12,"1452,0","2025-03-25 00:00:00,000","2025-08-30 00:00:00,000","5,0","5,0","5,0","5,0","5,0","5,0","5,0",0,5,5,0,0,"0,32"
889675182056413252,Bright and Spacious Family Home,78402433,Joseph,"2016-06-18 00:00:00,000",,,within an hour,"1,0","0,97",1,1,5,"['email', 'phone']",1,1,Bishopsworth,"51,42188","-2,60619",Entire home,Entire home/apt,5,"1,0",1 bath,"3,0","3,0","87,0",6,30,1,10,10,10,153,38,11,1,10,23,132,"11484,0","2023-06-01 00:00:00,000","2025-09-14 00:00:00,000","4,92","4,97","4,95","4,95","4,92","4,87","4,84",0,1,1,0,0,"1,34"
899915438463362449,Super convenient Bristol flat,241073037,Ms Jennifer Kay,"2019-02-04 00:00:00,000","England, United Kingdom",,within an hour,"1,0","1,0",1,1,4,"['email', 'phone']",1,1,Central,"51,45447049867649","-2,5957724824547768",Entire condo,Entire home/apt,4,"1,0",1 bath,"1,0","1,0","85,0",2,365,1,8,14,14,40,169,88,7,14,50,255,"21675,0","2023-06-04 00:00:00,000","2025-09-21 00:00:00,000","4,79","4,88","4,83","4,8","4,87","4,85","4,81",1,1,1,0,0,"5,99"
901461696087777344,Stylish flat in the heart of Bristol!,68815458,Nicole,"2016-04-25 00:00:00,000","Leighton Buzzard, United Kingdom",,within an hour,"1,0","0,83",1,1,1,"['email', 'phone']",1,1,Cotham,"51,4642817","-2,591925",Entire rental unit,Entire home/apt,4,"1,0",1 bath,"1,0","1,0","89,0",2,1125,1,0,0,0,87,26,9,0,4,6,54,"4806,0","2023-06-17 00:00:00,000","2025-08-24 00:00:00,000","4,85","4,92","4,85","5,0","5,0","4,88","4,77",0,1,1,0,0,"0,94"
902984705645335205,"Water Views City Docklands, Modern Apartment,",433261919,Sam,"2021-11-24 00:00:00,000",,,within an hour,"1,0","0,91",1,1,1,"['email', 'phone']",0,1,Lawrence Hill,"51,4515652","-2,5800175",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","81,0",2,190,1,14,44,74,347,57,12,2,81,27,72,"5832,0","2023-07-09 00:00:00,000","2025-09-21 00:00:00,000","4,79","4,88","4,88","4,84","4,91","4,91","4,65",0,1,1,0,0,"2,11"
907323137575887325,Fortified 4 bedroom Holly Lodge,491654507,Louis,"2022-12-16 00:00:00,000",,,within a few hours,"1,0","0,4",0,6,6,"['email', 'phone']",1,1,Eastville,"51,4700821","-2,5345749",Entire home,Entire home/apt,8,"3,5",3.5 baths,"4,0","6,0","200,0",3,365,1,17,47,77,348,2,2,0,84,1,12,"2400,0","2024-09-30 00:00:00,000","2025-07-12 00:00:00,000","5,0","5,0","5,0","5,0","5,0","5,0","5,0",0,5,5,0,0,"0,17"
909509256892544335,Beautifully situated Bristol escape,460594536,Robert,"2022-05-23 00:00:00,000","Bristol, United Kingdom",,,"0,0","0,0",0,1,1,"['email', 'phone']",1,0,Eastville,"51,47184","-2,54768",Entire home,Entire home/apt,4,"1,0",1 bath,"2,0","0,0","72,0",14,30,1,0,0,16,187,3,0,0,23,0,0,"0,0","2023-07-12 00:00:00,000","2023-07-28 00:00:00,000","5,0","5,0","4,33","5,0","5,0","4,33","4,67",0,1,1,0,0,"0,11"
918690766240168574,Flat in the Heart of Bristol.,471084744,Martin,"2022-07-23 00:00:00,000",,,within a day,"1,0","1,0",0,1,2,"['email', 'phone']",1,1,Central,"51,4543937","-2,5940355",Entire condo,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","135,0",2,14,1,30,60,90,270,11,2,1,97,0,12,"1620,0","2023-06-25 00:00:00,000","2025-09-21 00:00:00,000","4,55","4,73","4,45","4,55","4,91","4,91","4,45",0,1,1,0,0,"0,4"
920204236326835732,"Home in Fishponds, Bristol",521592521,Louis,"2023-06-23 00:00:00,000",,,,"0,0","0,0",0,1,1,"['email', 'phone']",1,1,Frome Vale,"51,48007858595612","-2,5248826392447388",Entire home,Entire home/apt,4,"1,0",1 bath,"2,0","2,0","108,0",4,10,1,7,7,12,17,3,0,0,17,2,0,"0,0","2023-07-29 00:00:00,000","2024-03-31 00:00:00,000","5,0","5,0","5,0","5,0","5,0","5,0","5,0",0,1,1,0,0,"0,11"
927991699007647192,The Hathway walk home,417936290,Helena,"2021-08-11 00:00:00,000",,,,"0,0","0,0",0,1,2,"['email', 'phone']",1,0,Lawrence Hill,"51,462392","-2,5761853",Entire home,Entire home/apt,7,"1,0",1 bath,"4,0","5,0","176,0",2,365,1,15,39,64,336,1,0,0,71,0,0,"0,0","2023-07-31 00:00:00,000","2023-07-31 00:00:00,000","4,0","3,0","4,0","4,0","4,0","2,0","3,0",1,1,1,0,0,"0,04"
928870504233687933,Lovely 2 bedroom home in Bristol,1900844,Pippa,"2012-03-11 00:00:00,000","Bristol, United Kingdom",,within a few hours,"1,0","0,39",0,1,3,"['email', 'phone']",1,1,Southville,"51,44532","-2,60633",Entire home,Entire home/apt,4,"1,0",1 bath,"2,0","2,0","108,0",7,365,1,0,3,3,41,13,5,1,3,5,70,"7560,0","2023-07-31 00:00:00,000","2025-08-31 00:00:00,000","5,0","5,0","4,92","5,0","4,92","5,0","4,85",0,1,1,0,0,"0,49"
936878127090501920,Entire house in Brislington,526045627,Karolina,"2023-07-16 00:00:00,000","Bristol, United Kingdom",,,"0,0","1,0",0,1,1,"['email', 'phone']",1,0,Brislington East,"51,43908","-2,53046",Entire home,Entire home/apt,5,"1,0",1 bath,"3,0","2,0","87,0",5,365,1,2,7,7,120,2,1,0,7,1,10,"870,0","2024-08-16 00:00:00,000","2025-08-24 00:00:00,000","5,0","5,0","4,5","5,0","5,0","4,5","5,0",0,1,1,0,0,"0,15"
942035205553367319,1 bed flat with courtyard garden,527410304,Jacqui,"2023-07-23 00:00:00,000","Bristol, United Kingdom",,,"0,0","0,67",0,1,1,"['email', 'phone']",0,0,Southville,"51,4433964","-2,6036782",Entire condo,Entire home/apt,2,"1,0",1 bath,"1,0","2,0","90,0",2,365,1,0,24,54,234,5,4,0,61,0,24,"2160,0","2023-08-13 00:00:00,000","2025-07-06 00:00:00,000","4,4","4,8","4,6","4,8","4,6","4,8","4,6",1,1,1,0,0,"0,19"
955745179226688412,Twin room with private bathroom,166781700,Ntamaliona,"2018-01-09 00:00:00,000","Bristol, United Kingdom",,within an hour,"0,94","1,0",0,5,5,"['email', 'phone']",1,1,Cotham,"51,46584","-2,59075",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","2,0","66,0",1,365,1,26,55,85,360,118,72,3,92,57,255,"16830,0","2023-08-31 00:00:00,000","2025-09-10 00:00:00,000","4,58","4,58","4,75","4,73","4,64","4,6","4,53",1,5,4,1,0,"4,67"
960076103840721212,"Clifton Bristol 1 Bed Flat | Cosy, Modern/Historic",441004569,Sofia,"2022-01-18 00:00:00,000","Bristol, United Kingdom",,within an hour,"1,0","0,94",0,1,1,"['email', 'phone']",1,1,Clifton,"51,450607","-2,623917",Entire condo,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","97,0",2,90,1,11,40,70,250,17,17,3,77,0,102,"9894,0","2025-06-15 00:00:00,000","2025-09-25 00:00:00,000","5,0","5,0","5,0","4,94","5,0","5,0","5,0",1,1,1,0,0,"4,9"
966643955106195991,Studio-1 Bedflat Bristol central,166781700,Ntamaliona,"2018-01-09 00:00:00,000","Bristol, United Kingdom",,within an hour,"0,94","1,0",0,5,5,"['email', 'phone']",1,1,Cotham,"51,46421","-2,5907",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","82,0",1,365,1,26,56,86,356,50,20,2,88,34,120,"9840,0","2023-10-01 00:00:00,000","2025-09-12 00:00:00,000","4,64","4,69","4,53","4,71","4,73","4,61","4,47",1,5,4,1,0,"2,06"
979550842889386863,Gorgeous 4 bedroom family home,15671474,Dave,"2014-05-18 00:00:00,000","England, United Kingdom",,within an hour,"1,0","0,82",0,1,2,"['email', 'phone']",1,1,Cotham,"51,46243","-2,60218",Entire home,Entire home/apt,6,"1,5",1.5 baths,"4,0","4,0","350,0",2,28,1,22,52,82,172,10,10,0,89,0,60,"21000,0","2025-01-07 00:00:00,000","2025-07-28 00:00:00,000","5,0","5,0","5,0","5,0","5,0","4,9","4,9",0,1,1,0,0,"1,14"
980247106391324089,Lovely flat near Gloucester Rd,43063662,Brendan,"2015-09-01 00:00:00,000","Bristol, United Kingdom",,within a day,"0,5","0,43",0,2,2,"['email', 'phone']",1,1,Ashley,"51,47141","-2,59073",Entire rental unit,Entire home/apt,2,"0,0",0 baths,"1,0","1,0","63,0",1,365,1,0,23,53,233,10,1,0,60,6,6,"378,0","2023-10-04 00:00:00,000","2024-11-29 00:00:00,000","4,3","4,2","4,0","4,9","4,8","4,6","4,3",0,2,1,1,0,"0,41"
988170376101055353,Townhouse by Bristol Harbourside,47170271,Sophie,"2015-10-22 00:00:00,000","Bristol, United Kingdom",,within a few hours,"1,0","0,95",1,1,1,"['email', 'phone']",1,1,Hotwells & Harbourside,"51,44866","-2,61047",Entire home,Entire home/apt,4,"1,5",1.5 baths,"2,0","2,0","130,0",2,40,1,10,15,29,119,57,25,4,36,33,150,"19500,0","2023-10-24 00:00:00,000","2025-09-21 00:00:00,000","4,98","4,98","4,96","4,98","5,0","4,88","4,89",0,1,1,0,0,"2,43"
1029639446227010057,Au naturel home with private parking,420797369,Cleiton,"2021-08-30 00:00:00,000","England, United Kingdom",,within an hour,"1,0","1,0",0,1,1,"['email', 'phone']",1,1,Brislington West,"51,4436472","-2,5641941",Entire home,Entire home/apt,4,"2,5",2.5 baths,"2,0","3,0","209,0",2,21,1,0,0,0,165,10,4,0,0,6,24,"5016,0","2024-01-04 00:00:00,000","2025-08-05 00:00:00,000","5,0","5,0","4,8","4,9","5,0","4,9","5,0",1,1,1,0,0,"0,47"
1036222967793363463,Victorian House in Southville,115783788,Will,"2017-02-10 00:00:00,000","Bristol, United Kingdom",,,"0,0","0,0",0,1,1,"['email', 'phone']",1,1,Southville,"51,44614","-2,60512",Entire home,Entire home/apt,4,"1,0",1 bath,"2,0","2,0","144,0",4,20,1,23,53,83,358,4,0,0,90,4,0,"0,0","2024-05-28 00:00:00,000","2024-08-27 00:00:00,000","4,75","4,5","4,75","4,75","4,75","4,75","4,5",0,1,1,0,0,"0,25"
1036861354155950277,"City Centre, Spacious, Ensuite, Smart TV, Sofa Bed",504607906,Charles,"2023-03-09 00:00:00,000",,,within an hour,"0,9","0,86",0,7,7,"['email', 'phone']",1,1,Central,"51,4520825","-2,5926553",Entire rental unit,Entire home/apt,6,"2,0",2 baths,"2,0","3,0","167,0",1,365,1,2,5,18,293,19,15,2,25,7,90,"15030,0","2024-01-14 00:00:00,000","2025-09-16 00:00:00,000","4,74","4,89","4,84","4,95","4,95","4,89","4,74",0,5,5,0,0,"0,92"
1039104303655954623,Large apartment / Long Term / Relocators/ Families,504607906,Charles,"2023-03-09 00:00:00,000",,,within an hour,"0,9","0,86",0,7,7,"['email', 'phone']",1,1,Central,"51,4520825","-2,5926553",Entire rental unit,Entire home/apt,6,"2,0",2 baths,"2,0","3,0","175,0",14,365,1,30,60,90,365,0,0,0,97,0,0,"0,0",,,nan,nan,nan,nan,nan,nan,nan,1,5,5,0,0,nan
1046226072714411563,Perfect house in Bristol,8936858,Carole,"2013-09-19 00:00:00,000","England, United Kingdom",,within an hour,"1,0","0,14",0,1,1,"['email', 'phone']",1,0,Redland,"51,47751","-2,59454",Entire home,Entire home/apt,4,"2,0",2 baths,"2,0","2,0","108,0",3,365,1,0,0,0,25,8,1,0,3,7,6,"648,0","2024-02-22 00:00:00,000","2025-05-15 00:00:00,000","5,0","5,0","5,0","5,0","5,0","5,0","4,88",0,1,1,0,0,"0,41"
1048670171242050108,Beautiful 3 bedroom home,59699467,Davina,"2016-02-21 00:00:00,000","Bristol, United Kingdom",,a few days or more,"0,0","0,0",0,1,2,"['email', 'phone']",1,1,Horfield,"51,49215732001757","-2,591594768786629",Entire home,Entire home/apt,5,"1,0",1 bath,"3,0","3,0","112,0",14,120,1,0,0,0,83,5,0,0,0,5,0,"0,0","2024-01-10 00:00:00,000","2024-06-26 00:00:00,000","4,8","5,0","4,4","5,0","5,0","4,8","4,8",0,1,1,0,0,"0,24"
1050820916346144338,"base78, charming flat near station, harbour & city",551879731,Che,"2023-12-20 00:00:00,000","Bristol, United Kingdom",,within an hour,"1,0","0,93",1,1,1,"['email', 'phone']",1,1,Southville,"51,44396","-2,58816",Entire condo,Entire home/apt,4,"1,0",1 bath,"1,0","2,0","96,0",3,365,1,24,50,76,122,84,48,4,83,52,255,"24480,0","2023-12-29 00:00:00,000","2025-09-26 00:00:00,000","4,83","4,89","4,92","4,94","4,9","4,75","4,8",0,1,1,0,0,"3,95"
1060066198976383735,Peaceful space in vibrant area.,91351338,John Leonard,"2016-08-22 00:00:00,000","Bristol, United Kingdom",,within an hour,"1,0","0,79",1,1,2,"['email', 'phone']",1,1,Cotham,"51,46531","-2,60086",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","67,0",3,30,1,5,5,28,28,18,9,0,28,15,54,"3618,0","2024-03-08 00:00:00,000","2025-03-02 00:00:00,000","4,94","4,78","4,83","5,0","5,0","4,78","4,72",0,1,1,0,0,"0,95"
1061617618342335763,Spacious house annexe in Bristol,554463097,Liene,"2024-01-04 00:00:00,000","Bristol, United Kingdom",,within an hour,"1,0","0,96",0,7,7,"['email', 'phone']",1,1,Frome Vale,"51,48812","-2,52134",Entire home,Entire home/apt,2,"1,0",1 bath,"0,0","1,0","69,0",1,1125,1,8,35,63,69,141,72,6,69,86,255,"17595,0","2024-02-11 00:00:00,000","2025-09-23 00:00:00,000","4,91","4,95","4,93","4,96","4,94","4,7","4,89",0,1,1,0,0,"7,12"
1063013534110108755,Great Location Two Bedroom House,46450516,Emily,"2015-10-13 00:00:00,000","London, United Kingdom",,within a few hours,"1,0","0,94",0,1,3,"['email', 'phone']",1,1,Clifton Down,"51,46933878969503","-2,6162249967455864",Entire home,Entire home/apt,4,"1,0",1 bath,"2,0","2,0","230,0",3,365,1,0,30,50,50,10,10,1,50,1,60,"13800,0","2024-12-26 00:00:00,000","2025-09-05 00:00:00,000","4,6","4,6","4,9","4,8","4,8","4,7","4,5",1,1,1,0,0,"1,09"
1069505788338373661,Garden bungalow in Speedwell,199881890,Aline,"2018-07-04 00:00:00,000",,,within an hour,"1,0","0,89",1,1,2,"['email', 'phone']",1,1,St George Central,"51,46317","-2,53443",Entire rental unit,Entire home/apt,4,"1,5",1.5 baths,"1,0","2,0","39,0",1,365,1,3,25,49,224,209,118,10,51,123,255,"9945,0","2024-01-23 00:00:00,000","2025-09-21 00:00:00,000","4,84","4,89","4,92","4,92","4,94","4,7","4,83",0,1,1,0,0,"10,23"
1075937361786512705,Family-Friendly Oasis with Hot Tub,352447879,Cormac,"2020-06-29 00:00:00,000","Bristol, United Kingdom",,within a day,"0,67","0,89",0,1,1,"['email', 'phone']",1,0,St George Central,"51,4597","-2,5352",Entire home,Entire home/apt,12,"4,0",4 baths,"5,0","6,0","356,0",3,30,1,2,10,10,108,11,2,0,10,9,12,"4272,0","2024-04-01 00:00:00,000","2025-08-17 00:00:00,000","4,82","4,73","4,73","4,91","4,82","4,36","4,55",0,1,1,0,0,"0,61"
1086161329108884103,City House,115361873,Nadeem,"2017-02-07 00:00:00,000","Bristol, United Kingdom",,within an hour,"1,0","1,0",0,1,1,"['email', 'phone']",1,0,Lockleaze,"51,485415667343055","-2,5679732350263187",Entire home,Entire home/apt,4,"1,0",1 bath,"4,0","4,0","133,0",3,365,1,30,60,89,360,3,3,1,93,0,18,"2394,0","2025-07-08 00:00:00,000","2025-08-31 00:00:00,000","3,0","3,0","2,67","4,67","4,33","3,0","3,33",0,1,1,0,0,"1,11"
1087550527909511439,The apartment at 517,266914665,Stuart,"2019-06-07 00:00:00,000","England, United Kingdom",,within an hour,"1,0","1,0",1,1,1,"['email', 'phone']",1,1,Hengrove & Whitchurch Park,"51,42528069999999","-2,5634069",Entire rental unit,Entire home/apt,6,"2,0",2 baths,"2,0","3,0","103,0",2,1125,1,18,46,76,234,79,46,9,83,41,255,"26265,0","2024-02-16 00:00:00,000","2025-09-21 00:00:00,000","4,91","4,94","4,99","4,96","4,9","4,41","4,84",0,1,1,0,0,"4,02"
1089737231063265423,Budget Studio Montpellier,45339093,Ali,"2015-09-29 00:00:00,000","Bristol, United Kingdom",,within a few hours,"1,0","0,89",0,5,5,"['email', 'phone']",1,1,Ashley,"51,46630468150523","-2,5801646883606044",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","59,0",3,365,1,0,9,39,39,14,5,0,39,9,30,"1770,0","2024-03-22 00:00:00,000","2025-08-03 00:00:00,000","4,21","4,29","4,29","5,0","4,93","4,21","4,0",0,5,5,0,0,"0,76"
1095051370113927247,Bright Garden Flat,152942211,Daisy,"2017-10-02 00:00:00,000","England, United Kingdom",,within a few hours,"0,8","0,86",0,1,1,"['email', 'phone']",1,0,Easton,"51,4613","-2,55876",Entire home,Entire home/apt,2,"1,0",1 bath,"1,0","0,0","111,0",2,30,1,0,8,38,45,8,4,0,45,4,24,"2664,0","2024-06-14 00:00:00,000","2025-08-10 00:00:00,000","5,0","5,0","5,0","5,0","5,0","4,75","4,88",0,1,1,0,0,"0,51"
1097397917154265839,Barley View Luxury Home 13,563500209,Terry,"2024-02-22 00:00:00,000",,,within an hour,"1,0","0,99",1,3,3,"['email', 'phone']",1,1,Lawrence Hill,"51,45330509999999","-2,576929",Entire home,Entire home/apt,6,"1,5",1.5 baths,"2,0","3,0","120,0",1,365,1,20,40,67,342,55,34,5,74,27,204,"24480,0","2024-04-07 00:00:00,000","2025-09-21 00:00:00,000","4,98","5,0","4,85","4,89","4,95","4,89","4,93",1,3,3,0,0,"3,07"
1098348879198662670,High Crest Cottage,74251074,James,"2016-05-27 00:00:00,000","Bristol, United Kingdom",,within an hour,"0,94","0,99",1,1,1,"['email', 'phone']",1,1,Hartcliffe & Withywood,"51,40898774863295","-2,6309124380350117",Entire guesthouse,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","59,0",1,365,1,12,28,42,213,212,113,10,49,132,255,"15045,0","2024-03-03 00:00:00,000","2025-09-21 00:00:00,000","4,94","4,97","4,92","4,96","4,98","4,85","4,92",0,1,1,0,0,"11,1"
1102335610631345688,JAH Lodge 2 Cozy House by the park,437069880,Gassimu,"2021-12-22 00:00:00,000",,,within a day,"1,0","0,0",0,2,2,"['email', 'phone']",1,1,Frome Vale,"51,4881697","-2,5363985",Entire home,Entire home/apt,8,"1,0",1 bath,"4,0","8,0","386,0",30,365,1,29,59,89,269,0,0,0,96,0,0,"0,0",,,nan,nan,nan,nan,nan,nan,nan,0,2,2,0,0,nan
1103466231586084870,Barley view luxury home 12,563500209,Terry,"2024-02-22 00:00:00,000",,,within an hour,"1,0","0,99",1,3,3,"['email', 'phone']",1,1,Lawrence Hill,"51,45380550450751","-2,577965797336685",Entire home,Entire home/apt,6,"1,5",1.5 baths,"2,0","3,0","114,0",2,365,1,18,42,70,135,65,45,3,76,30,255,"29070,0","2024-04-07 00:00:00,000","2025-09-14 00:00:00,000","4,95","4,97","4,92","4,86","4,94","4,82","4,88",1,3,3,0,0,"3,62"
1103808676375463726,No.10 Bristol - 2BR house + private garden&parking,212220760,Temitope Benedicta,"2018-08-28 00:00:00,000","England, United Kingdom",,within an hour,"0,86","1,0",0,1,1,"['email', 'phone']",1,1,Stockwood,"51,42748","-2,56146",Entire home,Entire home/apt,4,"1,0",1 bath,"2,0","2,0","113,0",2,1125,1,22,52,81,281,32,18,0,88,21,108,"12204,0","2024-03-24 00:00:00,000","2025-08-07 00:00:00,000","4,5","4,69","4,69","4,88","4,94","4,47","4,59",0,1,1,0,0,"1,74"
1108365159818438394,city centre | loft-style studio + free parking,54559330,Samuel William,"2016-01-13 00:00:00,000","Bristol, United Kingdom",,within an hour,"1,0","0,96",1,4,5,"['email', 'phone']",1,1,Ashley,"51,4617637","-2,5870613",Entire condo,Entire home/apt,2,"1,0",1 bath,"0,0","1,0","84,0",4,365,1,13,26,56,146,31,26,0,63,5,208,"17472,0","2024-06-30 00:00:00,000","2025-08-18 00:00:00,000","4,87","4,87","4,84","5,0","4,87","4,52","4,68",0,4,4,0,0,"2,05"
1110613278950346817,Bright & spacious Bristol home,23405873,Sean,"2014-11-06 00:00:00,000","Bristol, United Kingdom",,within a day,"1,0","1,0",0,1,2,"['email', 'phone']",1,1,St George Central,"51,4628","-2,5333",Entire home,Entire home/apt,4,"1,0",1 bath,"2,0","2,0","115,0",5,365,1,0,0,4,101,8,3,0,11,7,30,"3450,0","2024-05-26 00:00:00,000","2025-01-04 00:00:00,000","5,0","5,0","5,0","5,0","5,0","4,63","5,0",0,1,1,0,0,"0,49"
